mnmonico Origem;nome do campo;pic de origem;tipo de dado;tipo formato fmbase;tipo de dado generico;decimal;mascara;posição;tamanho;é chave?;vai usar?;tem sinal?;observação sala 1;numero variavel cd5;ordem de saida CD5;nome variavel cd5;formato CD5;Descrição formato origem CD5;formato origem CD5;Valor padrão;observação sala 2
BT01;CRITERIO3;;alfanumerico;AN;texto;0;n/a;151;29;;;;;;;47CRITERIO3;1;Character;1;_;
BT01;IDRAT3;X;alfanumerico;AN;texto;0;n/a;151;1;;;;;;;47IDRAT3;1;Character;1;_;
BT01;MAXRAT3;XX;alfanumerico;AN;texto;0;n/a;152;2;;;;;;;47MAXRAT3;1;Character;1;_;
BT01;PERVAL3;X;alfanumerico;AN;texto;0;n/a;154;1;;;;;;;47PERVAL3;1;Character;1;_;
BT01;PERISE3;S9(5)V99;compactado;PD;numerico;2;n/a;155;4;;;;;;;47PERISE3;4;Comp-3;2;0;
BT01;CTARAT3;;alfanumerico;AN;texto;0;n/a;159;12;;;;;;;47CTARAT3;1;Character;1;_;
BT01;AGERAT3;X(004);alfanumerico;AN;texto;0;n/a;159;4;;;;;;;47AGERAT3;1;Character;1;_;
BT01;CTARATDAC3;;alfanumerico;AN;texto;0;n/a;163;8;;;;;;;47CTARATDAC3;1;Character;1;_;
BT01;ZERCTRRAT3;9(002);numerico;ZD;numerico;0;n/a;163;2;;;;;;;47ZERCTRRAT3;2;Numeric;2;0;
BT01;CTADACRAT3;9(006);numerico;ZD;numerico;0;n/a;165;6;;;;;;;47CTADACRAT3;2;Numeric;2;0;
BT01;BCOEMPRAT3;X(001);alfanumerico;AN;texto;0;n/a;171;1;;;;;;;47BCOEMPRAT3;1;Character;1;_;
BT01;VLEMPR3;S9(5)V99;compactado;PD;numerico;2;n/a;172;4;;;;;;;47VLEMPR3;4;Comp-3;2;0;
BT01;VLMENS3;S9(5)V99;compactado;PD;numerico;2;n/a;176;4;;;;;;;47VLMENS3;4;Comp-3;2;0;
BT01;CRITERIO4;;alfanumerico;AN;texto;0;n/a;180;11;;;;;;;47CRITERIO4;1;Character;1;_;
BT01;IDREC4;X;alfanumerico;AN;texto;0;n/a;180;1;;;;;;;47IDREC4;1;Character;1;_;
BT01;IDESTR4;X;alfanumerico;AN;texto;0;n/a;181;1;;;;;;;47IDESTR4;1;Character;1;_;
BT01;VLDESC4;S9(5)V99;compactado;PD;numerico;2;n/a;182;4;;;;;;;47VLDESC4;4;Comp-3;2;0;
BT01;VLMENS4;S9(5)V99;compactado;PD;numerico;2;n/a;186;4;;;;;;;47VLMENS4;4;Comp-3;2;0;
BT01;IDSPI4;X;alfanumerico;AN;texto;0;n/a;190;1;;;;;;;47IDSPI4;1;Character;1;_;
BT01;CRITERIO1X;;alfanumerico;AN;texto;0;n/a;191;9;;;;;;;47CRITERIO1X;1;Character;1;_;
BT01;ISEPTO1X;X;alfanumerico;AN;texto;0;n/a;191;1;;;;;;;47ISEPTO1X;1;Character;1;_;
BT01;ISEPAB1X;X;alfanumerico;AN;texto;0;n/a;192;1;;;;;;;47ISEPAB1X;1;Character;1;_;
BT01;ISEIND1X;X;alfanumerico;AN;texto;0;n/a;193;1;;;;;;;47ISEIND1X;1;Character;1;_;
BT01;ISEPAG1X;X;alfanumerico;AN;texto;0;n/a;194;1;;;;;;;47ISEPAG1X;1;Character;1;_;
BT01;PERVAL1X;X;alfanumerico;AN;texto;0;n/a;195;1;;;;;;;47PERVAL1X;1;Character;1;_;
BT01;PERISE1X;S9(5)V99;compactado;PD;numerico;2;n/a;196;4;;;;;;;47PERISE1X;4;Comp-3;2;0;
BT01;CRITERIO5;;alfanumerico;AN;texto;0;n/a;200;9;;;;;;;47CRITERIO5;1;Character;1;_;
BT01;IDCRESL5;X;alfanumerico;AN;texto;0;n/a;200;1;;;;;;;47IDCRESL5;1;Character;1;_;
BT01;VLDESC5;S9(5)V99;compactado;PD;numerico;2;n/a;201;4;;;;;;;47VLDESC5;4;Comp-3;2;0;
BT01;VLMENS5;S9(5)V99;compactado;PD;numerico;2;n/a;205;4;;;;;;;47VLMENS5;4;Comp-3;2;0;
BT01;VLMCRESL;S9(13)V99;compactado;PD;numerico;2;n/a;209;8;;;;;;;47VLMCRESL;4;Comp-3;2;0;
BT01;AMCOMP;X(006);alfanumerico;AN;texto;0;n/a;217;6;;;;;;;47AMCOMP;1;Character;1;_;
BT01;DTMXAT;X(008);alfanumerico;AN;texto;0;n/a;223;8;;;;;;;47DTMXAT;1;Character;1;_;
BT01;CTATRANS;X(001);alfanumerico;AN;texto;0;n/a;231;1;;;;;;;47CTATRANS;1;Character;1;_;
BT01;CTAINA;X(001);alfanumerico;AN;texto;0;n/a;232;1;;;;;;;47CTAINA;1;Character;1;_;
BT01;CTAENC;X(001);alfanumerico;AN;texto;0;n/a;233;1;;;;;;;47CTAENC;1;Character;1;_;
BT01;CTABLOQ;X(001);alfanumerico;AN;texto;0;n/a;234;1;;;;;;;47CTABLOQ;1;Character;1;_;
BT01;CLICL;X(001);alfanumerico;AN;texto;0;n/a;235;1;;;;;;;47CLICL;1;Character;1;_;
BT01;IDPLAT;X(001);alfanumerico;AN;texto;0;n/a;236;1;;;;;;;47IDPLAT;1;Character;1;_;
BT01;IDCATESP;X(001);alfanumerico;AN;texto;0;n/a;237;1;;;;;;;47IDCATESP;1;Character;1;_;
BT01;ISENEMP;X(001);alfanumerico;AN;texto;0;n/a;238;1;;;;;;;47ISENEMP;1;Character;1;_;
BT01;IDISEN;X(001);alfanumerico;AN;texto;0;n/a;239;1;;;;;;;47IDISEN;1;Character;1;_;
BT01;FILLER;X(011);alfanumerico;AN;texto;0;n/a;240;11;;;;;;;47FILLER;1;Character;1;_;
GS01;WTREC;;alfanumerico;AN;texto;0;n/a;1;120;;;;;;;48WTREC;1;Character;1;_;
GS01;CGCCDN;9(14);numerico;ZD;numerico;0;n/a;1;14;;;;;;;48CGCCDN;2;Numeric;2;0;
GS01;NMCLI;X(30);alfanumerico;AN;texto;0;n/a;15;30;;;;;;;48NMCLI;1;Character;1;_;
GS01;PES;X(01);alfanumerico;AN;texto;0;n/a;45;1;;;;;;;48PES;1;Character;1;_;
GS01;DDD;9(03);numerico;ZD;numerico;0;n/a;46;3;;;;;;;48DDD;2;Numeric;2;0;
GS01;TELEFONE;9(09);numerico;ZD;numerico;0;n/a;49;9;;;;;;;48TELEFONE;2;Numeric;2;0;
GS01;AGENCIA;X(04);alfanumerico;AN;texto;0;n/a;58;4;sim;sim;;;1089;;48AGENCIA;1;Character;1;_;
GS01;CONTA;X(07);alfanumerico;AN;texto;0;n/a;62;7;sim;sim;;;;;48CONTA;1;Character;1;_;
GS01;DAC;X(01);alfanumerico;AN;texto;0;n/a;69;1;;sim;;;;;48DAC;1;Character;1;_;
GS01;TRANS;X(04);alfanumerico;AN;texto;0;n/a;70;4;;;;;;;48TRANS;1;Character;1;_;
GS01;TPTERM;9(02);numerico;ZD;numerico;0;n/a;74;2;;;;;;;48TPTERM;2;Numeric;2;0;
GS01;DATA;9(08);numerico;ZD;numerico;0;n/a;76;8;;;;;;;48DATA;2;Numeric;2;0;
GS01;HORA;9(06);numerico;ZD;numerico;0;n/a;84;6;;;;;;;48HORA;2;Numeric;2;0;
GS01;VALOR;9(13)V99;numerico;ZD;numerico;2;n/a;90;15;;;;;;;48VALOR;2;Numeric;2;0;
GS01;FILLER;X(16);alfanumerico;AN;texto;0;n/a;105;16;;;;;;;48FILLER;1;Character;1;_;
GW03;COD-APONTAMENTO-CADASTRAL ;9(04);numerico;ZD;numerico;0;n/a;1;4;;;;;1225;1;19COD-APONTAMENTO-CADASTRAL ;2;Numeric;2;0;
GW03;COD-ORIGEM-APONTAMENTO    ;X(02);alfanumerico;AN;texto;0;n/a;5;2;;;;;1226;5;19COD-ORIGEM-APONTAMENTO    ;1;Character;1;_;
GW03;TIP-APONTAMENTO-CADASTRAL ;X(01);alfanumerico;AN;texto;0;n/a;7;1;;;;;1227;7;19TIP-APONTAMENTO-CADASTRAL ;1;Character;1;_;
GW04;COD-APONTAMENTO-CADASTRAL;9(04);numerico;ZD;numerico;0;n/a;1;4;;;;;1228;1;20COD-APONTAMENTO-CADASTRAL;2;Numeric;2;0;
GW04;COD-ORIGEM-APONTAMENTO   ;X(02);alfanumerico;AN;texto;0;n/a;5;2;;;;;1229;5;20COD-ORIGEM-APONTAMENTO   ;1;Character;1;_;
GW04;NUM-CPF-CNPJ-PESSOA      ;9(10);numerico;ZD;numerico;0;n/a;7;10;;;;;1232;7;20NUM-CPF-CNPJ-PESSOA      ;2;Numeric;2;0;
GW04;COD-TIPO-PESSOA-DETALHE  ;9(03);numerico;ZD;numerico;0;n/a;17;3;;;;;1230;17;20COD-TIPO-PESSOA-DETALHE  ;2;Numeric;2;0;
GW04;IND-VIGENCIA-APONTAMENTO ;X(01);alfanumerico;AN;texto;0;n/a;20;1;;;;;1231;20;20IND-VIGENCIA-APONTAMENTO ;1;Character;1;_;
